424 316 261 322 450 437 221 456 481 513 292 537 408 556 296 562 412 747 315 738 423 894 319 916 
451 319 284 323 495 450 252 461 488 530 297 584 424 570 312 572 424 771 330 775 427 926 330 937 
464 320 294 324 498 455 261 464 488 558 276 598 434 578 320 580 429 754 333 777 428 930 334 940 
468 321 300 325 495 459 267 464 497 580 256 583 435 576 324 578 433 746 334 774 433 931 338 937 
472 324 305 326 501 467 270 464 528 588 242 593 440 579 329 579 434 775 335 779 432 938 336 942 
472 326 307 329 507 467 276 466 546 593 244 595 444 579 334 578 437 777 337 775 434 934 338 939 
474 326 308 330 509 464 283 465 552 585 250 588 445 578 335 578 435 753 338 774 433 931 338 936 
476 326 309 331 508 462 284 465 552 581 252 589 446 577 335 577 439 766 338 771 434 930 337 935 
476 326 312 330 522 462 278 462 578 576 223 568 445 576 334 577 438 773 338 772 434 933 332 939 
478 326 313 330 535 456 267 453 625 525 149 505 448 576 336 575 439 771 338 762 434 927 329 936 
479 326 312 329 549 444 236 441 643 412 123 398 450 571 337 567 444 771 338 750 435 932 329 939 
478 325 311 328 563 432 217 424 635 341 130 337 450 570 338 566 448 768 333 751 441 935 328 939 
477 325 311 325 564 429 214 417 630 330 144 324 450 568 337 563 444 749 335 750 442 937 327 939 
477 324 312 324 562 429 218 418 627 338 153 325 450 567 337 562 440 742 331 751 441 937 327 938 
476 324 313 323 560 430 221 420 627 344 157 324 450 567 338 563 438 739 334 750 441 937 327 938 
476 324 314 322 559 431 221 419 627 345 159 322 450 567 338 562 437 738 336 749 441 937 327 938 
476 324 314 322 560 431 221 419 627 344 159 322 450 566 338 562 437 739 336 750 441 938 327 938 
477 324 314 322 561 430 222 420 625 342 152 325 451 566 338 562 436 740 337 750 441 938 327 938 
479 324 314 322 565 428 222 421 626 332 134 345 452 566 339 562 445 751 337 750 441 938 327 938 
481 324 315 322 576 420 236 434 625 305 125 412 452 566 339 562 449 757 337 752 441 937 326 938 
483 323 316 323 587 403 256 451 612 273 133 500 452 566 340 563 449 765 337 753 442 937 326 937 
485 321 317 326 594 384 280 461 597 257 202 545 452 565 340 562 453 766 337 757 444 937 326 934 
486 318 317 326 601 371 291 465 583 245 242 565 452 565 340 562 453 765 336 757 448 935 328 931 
485 317 317 327 599 370 294 465 575 246 252 570 452 565 340 562 452 765 336 748 447 934 329 929 
485 317 317 327 597 375 292 466 573 251 244 568 452 565 340 562 453 766 336 745 448 935 329 930 
485 317 317 327 595 381 287 467 576 256 227 574 452 566 340 564 454 772 335 758 450 939 326 935 
485 318 317 327 593 384 283 465 589 268 198 559 452 566 340 564 454 772 334 761 450 939 324 936 
483 325 316 327 582 417 270 461 640 342 149 507 451 571 339 567 451 772 327 764 447 939 319 937 
483 327 315 326 565 437 244 450 676 438 125 417 451 571 338 567 447 771 324 767 436 939 319 942 
483 329 315 325 538 451 227 429 659 524 138 343 451 571 338 568 441 771 323 769 430 940 320 946 
482 329 315 322 516 469 219 416 600 562 148 305 449 572 337 571 441 771 324 771 431 942 322 949 
482 330 315 319 502 474 216 414 538 590 184 294 445 571 336 571 441 770 325 770 433 942 330 948 
481 330 315 316 495 468 218 415 523 580 206 296 444 570 336 570 436 742 332 755 433 942 335 945 
480 331 315 316 495 470 217 414 530 580 213 295 443 570 336 571 436 740 335 753 435 942 338 946 
479 331 315 315 498 467 217 412 543 567 217 292 442 570 336 571 433 742 334 762 436 941 337 946 
479 331 314 315 501 469 217 414 551 568 220 296 441 570 335 571 434 758 334 766 434 942 335 946 
478 331 314 315 502 468 218 416 552 566 220 300 441 569 335 571 433 752 334 768 434 942 335 947 
478 331 314 315 503 468 220 417 554 566 216 302 441 570 335 571 436 763 334 772 434 943 334 949 
477 331 314 316 504 470 220 419 583 555 177 312 444 574 337 574 439 766 334 773 435 943 334 950 
477 331 314 318 505 471 221 424 612 524 129 360 446 578 337 576 440 771 332 780 436 943 329 958 
478 331 314 318 511 470 239 437 625 457 136 435 446 577 336 576 437 755 329 779 436 944 326 958 
478 331 314 318 516 467 268 443 620 416 174 501 445 577 336 575 438 764 326 776 435 946 324 953 
477 330 314 320 514 465 294 450 616 412 232 522 444 573 335 570 435 747 325 768 435 947 324 945 
476 326 312 323 507 465 300 454 596 417 244 527 444 571 334 570 434 744 326 765 438 947 324 943 
474 323 310 324 504 464 297 457 584 419 231 526 444 570 334 570 434 745 326 765 445 948 324 943 
473 321 308 325 505 464 293 460 580 413 222 519 444 570 334 570 434 744 326 765 445 948 326 943 
473 321 308 325 505 463 294 460 579 407 218 515 444 570 334 570 434 740 326 765 445 947 327 942 
473 320 308 326 506 462 296 461 578 406 218 515 444 570 334 570 434 740 326 764 445 947 327 941 
473 319 308 327 506 462 299 461 576 410 219 517 444 570 334 570 441 757 326 764 445 947 327 941 
473 318 308 327 506 461 300 460 575 413 221 519 443 569 334 569 443 762 326 764 445 946 326 941 
473 318 308 327 506 461 298 460 575 413 220 515 443 569 334 569 446 765 326 764 445 947 327 941 
473 318 308 327 507 460 297 460 576 408 216 509 444 568 334 569 442 748 326 762 444 945 327 939 
473 320 308 327 514 459 286 458 574 392 220 476 444 569 334 569 439 740 330 746 444 944 327 938 
474 321 309 325 524 458 272 451 537 382 248 435 444 569 334 569 437 739 331 743 439 942 327 933 
475 321 309 325 527 459 260 452 482 389 300 419 444 571 334 570 436 740 331 745 439 943 327 936 
475 323 309 324 526 465 261 453 466 389 334 416 444 580 333 577 435 741 332 747 439 944 328 938 
475 325 309 322 525 471 260 454 487 400 319 407 444 582 333 578 434 741 334 747 439 952 330 946 
476 328 309 322 524 471 261 454 507 399 296 393 445 582 333 579 439 765 332 761 437 956 330 946 
477 328 310 322 521 468 262 454 562 398 236 391 445 581 333 578 439 755 332 764 437 955 332 946 
477 327 310 323 513 468 265 456 585 400 202 404 447 581 334 578 444 763 332 766 438 953 332 946 
477 327 310 323 506 465 279 458 591 413 199 420 448 576 334 575 447 762 332 766 440 953 332 946 
477 326 310 323 504 461 288 460 593 418 199 433 449 576 334 575 445 753 332 765 441 951 333 946 
476 325 310 324 504 461 288 461 593 418 202 437 449 575 334 575 443 751 331 767 442 951 333 948 
476 325 310 324 504 461 286 461 591 414 202 433 449 575 334 575 441 750 331 767 442 951 333 948 
476 324 309 324 505 461 286 461 586 412 202 429 449 575 334 575 445 761 330 768 442 951 333 948 
476 324 309 324 505 461 285 460 584 411 205 429 449 576 334 576 447 765 330 768 443 951 331 948 
475 324 309 323 505 461 286 458 569 411 208 441 448 577 334 577 448 767 331 768 446 951 331 948 
474 326 309 320 500 461 284 452 552 415 234 444 447 579 334 578 450 769 333 769 452 950 333 948 
468 331 309 318 486 465 272 441 533 427 252 434 443 580 334 579 446 746 337 744 452 947 342 948 
455 334 311 317 454 471 261 442 512 444 283 404 438 580 335 578 447 758 348 764 451 945 356 948 
435 334 323 305 426 470 267 434 479 482 361 351 428 578 339 575 438 736 359 777 434 941 360 960 
429 333 325 301 436 463 309 425 475 490 407 331 424 571 341 566 435 724 363 739 428 927 365 954 
416 328 329 301 415 450 332 418 464 484 434 335 417 564 344 562 429 724 370 732 423 923 364 948 
409 324 328 300 414 450 340 419 454 487 445 341 416 563 345 562 427 726 370 731 424 925 365 947 
406 322 327 300 412 448 339 422 460 480 447 349 415 564 344 563 427 727 368 736 423 927 370 950 
407 322 326 300 416 449 332 423 466 476 433 354 415 565 344 563 425 726 367 736 422 923 372 947 
413 325 325 301 416 448 322 424 467 473 413 354 417 564 343 562 427 722 365 734 422 923 371 947 
416 332 316 303 421 463 282 437 471 471 372 368 424 578 344 583 440 767 365 744 444 937 370 956 
429 332 307 309 442 470 247 443 511 457 318 398 434 581 343 587 452 768 364 771 459 939 369 956 
459 332 305 318 486 468 240 444 533 443 249 457 444 583 341 587 456 774 356 766 459 945 351 955 
471 329 306 326 522 461 252 441 545 418 234 473 447 582 340 586 454 766 351 765 456 947 346 951 
476 325 307 332 546 456 279 451 537 373 227 489 451 582 340 585 453 762 344 767 454 947 341 949 
475 319 323 332 540 442 314 459 523 349 237 498 451 568 344 572 453 763 345 771 454 931 343 940 
